Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
123906	Simlinge	128717	Simlinge	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124001	Simlinge	123906	Simlinge	Hel	1955-01-01	21	Kodändrad; ny kommuntillhörighet
124002	Södra Åby	128719	Södra Åby	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124003	Lilla Isie	128720	Lilla Isie	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124004	Östra Torp	128721	Östra Torp	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124005	Hemmesdynge	128722	Hemmesdynge	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124006	Östra Klagstorp	128723	Östra Klagstorp	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124007	Äspö	128724	Äspö	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124008	Lilla Beddinge	128725	Lilla Beddinge	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124009	Tullstorp	128726	Tullstorp	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124010	Källstorp	128727	Källstorp	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124101	Önnarp	128728	Önnarp	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124102	Gärdslöv	128729	Gärdslöv	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124103	Grönby	128730	Grönby	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124104	Anderslöv	128731	Anderslöv	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124105	Börringe	126302	Börringe	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
124201	Svenstorp	126403	Svenstorp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124202	Västra Vemmenhög	126404	Västra Vemmenhög	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124203	Östra Vemmenhög	126405	Östra Vemmenhög	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124204	Skivarp	126406	Skivarp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124205	Västra Nöbbelöv	126407	Västra Nöbbelöv	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124301	Katslösa	126408	Katslösa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124302	Solberga	126409	Solberga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124303	Örsjö	126410	Örsjö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124304	Slimminge	126411	Slimminge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124305	Villie	126412	Villie	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124401	Skårby	128602	Skårby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124402	Sjörup	128603	Sjörup	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124403	Snårestad	128604	Snårestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124404	Balkåkra	128605	Balkåkra	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124405	Bjäresjö	128606	Bjäresjö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124501	Hedeskoga	128607	Hedeskoga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124502	Bromma	128608	Bromma	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124503	Öja	128609	Öja	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124504	Stora Herrestad	128610	Stora Herrestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124505	Stora Köpinge	128611	Stora Köpinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124506	Högestad	128612	Högestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124507	Borrie	128613	Borrie	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124508	Sövestad	128614	Sövestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124509	Baldringe	128615	Baldringe	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
124601	Sövde	126504	Sövde	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124602	Blentarp	126505	Blentarp	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124603	Everlöv	126506	Everlöv	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124701	Tolånga	126507	Tolånga	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124702	Röddinge	126508	Röddinge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124703	Vanstad	126509	Vanstad	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124704	Lövestad	126510	Lövestad	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124801	Fränninge	126511	Fränninge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124802	Vollsjö	126512	Vollsjö	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124803	Brandstad	126513	Brandstad	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124901	Öved	126514	Öved	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124902	Östra Kärrstorp	126515	Östra Kärrstorp	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124903	Östraby	126610	Östraby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
124904	Västerstad	126611	Västerstad	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
125001	Östra Sallerup	126603	Östra Sallerup	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125002	Långaröd	126604	Långaröd	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125101	Svensköp	126605	Svensköp	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125102	Äspinge	126606	Äspinge	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125103	Södra Rörum	126607	Södra Rörum	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125104	Fulltofta	126608	Fulltofta	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125105	Hörby, del	126602	Hörby	Hel	1969-01-01	10	Upphör; till befintlig
125106	Lyby	126609	Lyby	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125201	Högseröd	128513	Högseröd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125202	Harlösa	128514	Harlösa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125203	Hammarlunda	128515	Hammarlunda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125301	Holmby	128516	Holmby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125302	Gårdstånga	128517	Gårdstånga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125303	Skeglinge	128518	Skeglinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125304	Borlunda	128519	Borlunda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125305	Skarhult	128520	Skarhult	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125306	Östra Strö	128521	Östra Strö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
125401	Hurva	128509	Hurva	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125402	Gudmuntorp	126703	Gudmuntorp	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125403	Bosjökloster	126704	Bosjökloster	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125501	Höör del	126702	Höör	Hel	1969-01-01	10	Upphör; till befintlig
125502	Munkarp	126705	Munkarp	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125503	Hallaröd	126706	Hallaröd	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125504	Norra Rörum	126707	Norra Rörum	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
125601	Knislinge	125601	Knislinge-Gryt	Hel	2006-01-01	16	Utvidgas och namnändras
125602	Gryt	125601	Knislinge-Gryt	Hel	2006-01-01	10	Upphör; till befintlig
125605	Emmislöv	125606	Broby-Emmislöv	Hel	2014-01-01	10	Upphör; till befintlig
125606	Östra Broby	125606	Broby-Emmislöv	Hel	2014-01-01	16	Utvidgas och namnändras
126000	Bjuv	126001	Bjuv	Hel	1967-01-01	23	Kodändrad; annat än 20-22
126001	Bjuv	126001	Bjuv	Hel	2006-01-01	15	Utvidgas
126002	Risekatslösa	126001	Bjuv	Hel	2006-01-01	10	Upphör; till befintlig
126003	Norra Vram	126001	Bjuv	Hel	2006-01-01	10	Upphör; till befintlig
126100	Kävlinge	126101	Kävlinge	Hel	1967-01-01	23	Kodändrad; annat än 20-22
126101	Kävlinge	126101	Kävlinge	Hel	2006-01-01	15	Utvidgas
126102	Dagstorp	126103	Västra Karaby och Dagstorp	Hel	2016-01-01	10	Upphör; till befintlig
126103	Västra Karaby	126103	Västra Karaby och Dagstorp	Hel	2016-01-01	16	Utvidgas och namnändras
126104	Lackalänga	126104	Lackalänga-Stävie	Hel	1998-01-01	16	Utvidgas och namnändras
126105	Stävie	126104	Lackalänga-Stävie	Hel	1998-01-01	10	Upphör; till befintlig
126106	Södervidinge	126101	Kävlinge	Hel	2006-01-01	10	Upphör; till befintlig
126107	Virke	126101	Kävlinge	Hel	2006-01-01	10	Upphör; till befintlig
126108	Lilla Harrie	126101	Kävlinge	Hel	2006-01-01	10	Upphör; till befintlig
126109	Stora Harrie	126101	Kävlinge	Hel	2006-01-01	10	Upphör; till befintlig
126111	Barsebäck	126112	Löddebygden	Hel	2002-01-01	10	Upphör; till befintlig
126112	Löddeköpinge	126112	Löddebygden	Hel	2002-01-01	16	Utvidgas och namnändras
126113	Hög	126112	Löddebygden	Hel	2002-01-01	10	Upphör; till befintlig
126200	Lomma	126201	Lomma	Hel	1967-01-01	23	Kodändrad; annat än 20-22
126202	Borgeby	126205	Bjärred	Hel	2000-01-01	11	Upphör; till nybildad
126203	Flädie	126205	Bjärred	Hel	2000-01-01	11	Upphör; till nybildad
126204	Fjelie	126205	Bjärred	Hel	2000-01-01	11	Upphör; till nybildad
126300	Svedala	126301	Svedala	Hel	1967-01-01	23	Kodändrad; annat än 20-22
126301	Svedala	126301	Svedala	Hel	2002-01-01	15	Utvidgas
126302	Börringe	126301	Svedala	Hel	2002-01-01	10	Upphör; till befintlig
126303	Västra Kärrstorp	126303	Törringe-Västra Kärrstorp	Hel	1998-01-01	16	Utvidgas och namnändras
126303	Törringe-Västra Kärrstorp	126301	Svedala	Hel	2002-01-01	10	Upphör; till befintlig
126304	Törringe	126303	Törringe-Västra Kärrstorp	Hel	1998-01-01	10	Upphör; till befintlig
126305	Bjärshög	126307	Värby	Hel	2002-01-01	10	Upphör; till befintlig
126306	Skabersjö	126307	Värby	Hel	2002-01-01	10	Upphör; till befintlig
126307	Bara	126307	Värby	Hel	2002-01-01	16	Utvidgas och namnändras
126308	Hyby	126307	Värby	Hel	2002-01-01	10	Upphör; till befintlig
126401	Skurup	126401	Skurup	Hel	1995-01-01	15	Utvidgas
126402	Hassle-Bösarp	126401	Skurup	Hel	1995-01-01	10	Upphör; till befintlig
126403	Svenstorp	126406	Skivarp	Hel	2002-01-01	10	Upphör; till befintlig
126404	Västra Vemmenhög	126406	Skivarp	Hel	2002-01-01	10	Upphör; till befintlig
126405	Östra Vemmenhög	126406	Skivarp	Hel	2002-01-01	10	Upphör; till befintlig
126406	Skivarp	126406	Skivarp	Hel	2002-01-01	15	Utvidgas
126407	Västra Nöbbelöv	126406	Skivarp	Hel	2002-01-01	10	Upphör; till befintlig
126408	Katslösa	126412	Villie	Hel	2002-01-01	10	Upphör; till befintlig
126409	Solberga	126412	Villie	Hel	2002-01-01	10	Upphör; till befintlig
126410	Örsjö	126412	Villie	Hel	2002-01-01	10	Upphör; till befintlig
126411	Slimminge	126412	Villie	Hel	2002-01-01	10	Upphör; till befintlig
126412	Villie	126412	Villie	Hel	2002-01-01	15	Utvidgas
126501	Ilstorp	126503	Sjöbo	Hel	2002-01-01	10	Upphör; till befintlig
126502	Björka	126503	Sjöbo	Hel	2002-01-01	10	Upphör; till befintlig
126503	Södra Åsum	126503	Sjöbo	Hel	2002-01-01	16	Utvidgas och namnändras
126504	Sövde	126505	Blentarp	Hel	2006-01-01	10	Upphör; till befintlig
126505	Blentarp	126505	Blentarp	Hel	2006-01-01	15	Utvidgas
126506	Everlöv	126505	Blentarp	Hel	2006-01-01	10	Upphör; till befintlig
126507	Tolånga	126510	Lövestad	Hel	2010-01-01	10	Upphör; till befintlig
126508	Röddinge	126510	Lövestad	Hel	2010-01-01	10	Upphör; till befintlig
126509	Vanstad	126510	Lövestad	Hel	2010-01-01	10	Upphör; till befintlig
126510	Lövestad	126510	Lövestad	Hel	2010-01-01	15	Utvidgas
126511	Fränninge	126511	Fränninge-Vollsjö	Hel	2002-01-01	16	Utvidgas och namnändras
126511	Fränninge-Vollsjö	126511	Vollsjö	Hel	2010-01-01	16	Utvidgas och namnändras
126512	Vollsjö	126511	Fränninge-Vollsjö	Hel	2002-01-01	10	Upphör; till befintlig
126513	Brandstad	126515	Östra Kärrstorp	Hel	2002-01-01	10	Upphör; till befintlig
126514	Öved	126515	Östra Kärrstorp	Hel	2002-01-01	10	Upphör; till befintlig
126515	Östra Kärrstorp	126515	Östra Kärrstorp	Hel	2002-01-01	15	Utvidgas
126515	Östra Kärrstorp	126511	Vollsjö	Hel	2010-01-01	10	Upphör; till befintlig
126600	Hörby, del	126601	Hörby, del	Hel	1967-01-01	23	Kodändrad; annat än 20-22
126601	Hörby, del	126602	Hörby	Hel	1969-01-01	23	Kodändrad; annat än 20-22
126602	Hörby	126602	Hörby	Hel	2002-01-01	15	Utvidgas
126602	Hörby	126602	Hörby	Hel	2014-01-01	15	Utvidgas
126602	Hörby	126602	Hörby	Hel	1969-01-01	16	Utvidgas och namnändras
126603	Östra Sallerup	126611	Västerstad	Hel	2006-01-01	10	Upphör; till befintlig
126604	Långaröd	126611	Västerstad	Hel	2006-01-01	10	Upphör; till befintlig
126605	Svensköp	126602	Hörby	Hel	2002-01-01	10	Upphör; till befintlig
126606	Äspinge	126602	Hörby	Hel	2002-01-01	10	Upphör; till befintlig
126607	Södra Rörum	126602	Hörby	Hel	2002-01-01	10	Upphör; till befintlig
126608	Fulltofta	126602	Hörby	Hel	2002-01-01	10	Upphör; till befintlig
126609	Lyby	126602	Hörby	Hel	2002-01-01	10	Upphör; till befintlig
126610	Östraby	126611	Västerstad	Hel	2006-01-01	10	Upphör; till befintlig
126611	Västerstad	126611	Västerstad	Hel	2006-01-01	15	Utvidgas
126611	Västerstad	126602	Hörby	Hel	2014-01-01	10	Upphör; till befintlig
126700	Höör, del	126701	Höör, del	Hel	1967-01-01	23	Kodändrad; annat än 20-22
126701	Höör, del	126702	Höör	Hel	1969-01-01	23	Kodändrad; annat än 20-22
126702	Höör	126702	Höör	Hel	2006-01-01	15	Utvidgas
126702	Höör	126702	Höör	Hel	1969-01-01	16	Utvidgas och namnändras
126703	Gudmuntorp	126704	Ringsjö, del	Hel	2002-01-01	10	Upphör; till befintlig
126704	Bosjökloster	126704	Ringsjö, del	Hel	2002-01-01	16	Utvidgas och namnändras
126705	Munkarp	126702	Höör	Hel	2006-01-01	10	Upphör; till befintlig
126706	Hallaröd	126702	Höör	Hel	2006-01-01	10	Upphör; till befintlig
126707	Norra Rörum	126702	Höör	Hel	2006-01-01	10	Upphör; till befintlig
126708	Tjörnarp	126702	Höör	Hel	2006-01-01	10	Upphör; till befintlig
126801	Lackalänga	126104	Lackalänga	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
126802	Stävie	126105	Stävie	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
127001	Ullstorp	127005	Tomelillabygden	Hel	2002-01-01	10	Upphör; till befintlig
127002	Benestad	127005	Tomelillabygden	Hel	2002-01-01	10	Upphör; till befintlig
127003	Ramsåsa	127005	Tomelillabygden	Hel	2002-01-01	10	Upphör; till befintlig
127004	Tryde	127005	Tomelillabygden	Hel	2002-01-01	10	Upphör; till befintlig
127005	Tomelilla	127005	Tomelillabygden	Hel	2002-01-01	16	Utvidgas och namnändras
127006	Spjutstorp	127014	Brösarp-Tranås	Hel	2002-01-01	10	Upphör; till befintlig
127007	Tranås	127014	Brösarp-Tranås	Hel	2002-01-01	10	Upphör; till befintlig
127008	Onslunda	127014	Brösarp-Tranås	Hel	2002-01-01	10	Upphör; till befintlig
127009	Smedstorp	127009	Smedstorp	Hel	2002-01-01	15	Utvidgas
127010	Kverrestad	127009	Smedstorp	Hel	2002-01-01	10	Upphör; till befintlig
127011	Eljaröd	127014	Brösarp-Tranås	Hel	2002-01-01	10	Upphör; till befintlig
127012	Fågeltofta	127014	Brösarp-Tranås	Hel	2002-01-01	10	Upphör; till befintlig
127013	Andrarum	127014	Brösarp-Tranås	Hel	2002-01-01	10	Upphör; till befintlig
127014	Brösarp	127014	Brösarp-Tranås	Hel	2002-01-01	16	Utvidgas och namnändras
127015	Östra Ingelstad	127009	Smedstorp	Hel	2002-01-01	10	Upphör; till befintlig
127016	Bollerup	127009	Smedstorp	Hel	2002-01-01	10	Upphör; till befintlig
127017	Tosterup	127009	Smedstorp	Hel	2002-01-01	10	Upphör; till befintlig
127018	Övraby	127009	Smedstorp	Hel	2002-01-01	10	Upphör; till befintlig
127201	Ivetofta	127201	Ivetofta-Gualöv	Hel	2010-01-01	16	Utvidgas och namnändras
127202	Gualöv	127201	Ivetofta-Gualöv	Hel	2010-01-01	10	Upphör; till befintlig
127301	Osby	127301	Osby-Visseltofta	Hel	2006-01-01	16	Utvidgas och namnändras
127304	Visseltofta	127301	Osby-Visseltofta	Hel	2006-01-01	10	Upphör; till befintlig
127601	Klippan	127601	Klippan	Hel	2006-01-01	15	Utvidgas
127602	Vedby	127601	Klippan	Hel	2006-01-01	10	Upphör; till befintlig
127603	Västra Sönnarslöv	127601	Klippan	Hel	2006-01-01	10	Upphör; till befintlig
127604	Färingtofta	127605	Riseberga-Färingtofta	Hel	2010-01-01	10	Upphör; till befintlig
127605	Riseberga	127605	Riseberga-Färingtofta	Hel	2010-01-01	16	Utvidgas och namnändras
127701	Björnekulla	127701	Björnekulla-Västra Broby	Hel	2002-01-01	16	Utvidgas och namnändras
127702	Västra Broby	127701	Björnekulla-Västra Broby	Hel	2002-01-01	10	Upphör; till befintlig
127801	Båstad	127801	Båstad-Östra Karup	Hel	2010-01-01	16	Utvidgas och namnändras
127802	Förslöv	127802	Förslöv-Grevie	Hel	2002-01-01	16	Utvidgas och namnändras
127803	Grevie	127802	Förslöv-Grevie	Hel	2002-01-01	10	Upphör; till befintlig
127804	Västra Karup	127804	Västra Karup-Hov	Hel	2010-01-01	16	Utvidgas och namnändras
127805	Hov	127804	Västra Karup-Hov	Hel	2010-01-01	10	Upphör; till befintlig
127807	Östra Karup	127801	Båstad-Östra Karup	Hel	2010-01-01	10	Upphör; till befintlig
128001	Malmö S:t Petri	128002	Malmö S:t Petri	Del	2014-01-01	10	Upphör; till befintlig
128001	Malmö S:t Petri	128006	Malmö S:t Johannes	Del	2014-01-01	10	Upphör; till befintlig
128002	Slottsstaden	128002	Malmö S:t Petri	Hel	2014-01-01	16	Utvidgas och namnändras
128003	Kirseberg	128002	Malmö S:t Petri	Del	2014-01-01	10	Upphör; till befintlig
128003	Kirseberg	128010	Husie	Del	2014-01-01	10	Upphör; till befintlig
128004	Malmö S:t Pauli	128006	Malmö S:t Johannes	Del	2014-01-01	10	Upphör; till befintlig
128004	Malmö S:t Pauli	128010	Husie	Del	2014-01-01	10	Upphör; till befintlig
128005	Malmö S:t Johannes	128002	Malmö S:t Petri	Del	2014-01-01	10	Upphör; till befintlig
128005	Malmö S:t Johannes	128006	Malmö S:t Johannes	Del	2014-01-01	10	Upphör; till befintlig
128005	Malmö S:t Johannes	128016	Hyllie	Del	2014-01-01	10	Upphör; till befintlig
128005	Malmö S:t Johannes	128017	Eriksfält	Del	1969-01-01	12	Ger del till nybildad
128006	Möllevången	128006	Möllevången-Sofielund	Hel	2002-01-01	16	Utvidgas och namnändras
128006	Möllevången-Sofielund	128006	Malmö S:t Johannes	Hel	2014-01-01	16	Utvidgas och namnändras
128007	Limhamn	128007	Limhamn	Hel	2014-01-01	15	Utvidgas
128007	Limhamn	128016	Hyllie	Del	2014-01-01	14	Ger del/delar till befintlig
128007	Limhamn	128016	Hyllie	Del	1969-01-01	12	Ger del till nybildad
128008	Fosie	128017	Eriksfält	Del	1969-01-01	13	Ger delar till nybildade
128008	Fosie	128018	Kulladal	Del	1969-01-01	13	Ger delar till nybildade
128008	Fosie	128008	Fosie	Hel	2014-01-01	15	Utvidgas
128009	Västra Skrävlinge	128008	Fosie	Del	2014-01-01	10	Upphör; till befintlig
128009	Västra Skrävlinge	128010	Husie	Del	2014-01-01	10	Upphör; till befintlig
128009	Västra Skrävlinge	128015	Sofielund	Del	1969-01-01	12	Ger del till nybildad
128010	Husie	128010	Husie och Södra Sallerup	Hel	2002-01-01	16	Utvidgas och namnändras
128010	Husie och Södra Sallerup	128010	Husie	Hel	2014-01-01	16	Utvidgas och namnändras
128011	Södra Sallerup	128010	Husie och Södra Sallerup	Hel	2002-01-01	10	Upphör; till befintlig
128012	Glostorp	128014	Oxie	Hel	1983-01-01	10	Upphör; till befintlig
128013	Lockarp	128014	Oxie	Hel	1983-01-01	10	Upphör; till befintlig
128014	Oxie	128014	Oxie	Hel	1983-01-01	15	Utvidgas
128014	Oxie	128008	Fosie	Del	2014-01-01	10	Upphör; till befintlig
128014	Oxie	128010	Husie	Del	2014-01-01	10	Upphör; till befintlig
128014	Oxie	128016	Hyllie	Del	2014-01-01	10	Upphör; till befintlig
128015	Sofielund	128006	Möllevången-Sofielund	Hel	2002-01-01	10	Upphör; till befintlig
128016	Hyllie	128007	Limhamn	Del	2014-01-01	14	Ger del/delar till befintlig
128016	Hyllie	128016	Hyllie	Hel	2014-01-01	15	Utvidgas
128017	Eriksfält	128008	Fosie	Del	2014-01-01	10	Upphör; till befintlig
128017	Eriksfält	128016	Hyllie	Del	2014-01-01	10	Upphör; till befintlig
128018	Kulladal	128008	Fosie	Del	2014-01-01	10	Upphör; till befintlig
128018	Kulladal	128016	Hyllie	Del	2014-01-01	10	Upphör; till befintlig
128019	Bunkeflo	128007	Limhamn	Del	2014-01-01	10	Upphör; till befintlig
128019	Bunkeflo	128008	Fosie	Del	2014-01-01	10	Upphör; till befintlig
128019	Bunkeflo	128016	Hyllie	Del	2014-01-01	10	Upphör; till befintlig
128020	Västra Klagstorp	128021	Tygelsjö-Västra Klagstorp	Hel	2006-01-01	10	Upphör; till befintlig
128021	Tygelsjö	128021	Tygelsjö-Västra Klagstorp	Hel	2006-01-01	16	Utvidgas och namnändras
128021	Tygelsjö-Västra Klagstorp	128007	Limhamn	Del	2014-01-01	10	Upphör; till befintlig
128021	Tygelsjö-Västra Klagstorp	128008	Fosie	Del	2014-01-01	10	Upphör; till befintlig
128101	Lunds domkyrkoförs.	128104	Lunds Allhelgonaförs.	Del	1962-01-01	12	Ger del till nybildad
128101	Lunds domkyrkoförs.	128124	Helgeand	Del	1992-01-01	12	Ger del till nybildad
128102	S:t Peters Kloster	128102	S:t Peters kloster	Hel	2009-12-29	40	Namnändrad (ej kodändrad)
128103	Stora Råby	128125	Lunds östra stadsförs.	Hel	2012-01-01	10	Upphör; till befintlig
128104	Lunds Allhelgonaförs.	128125	S:t Hans	Del	1992-01-01	13	Ger delar till nybildade
128104	Lunds Allhelgonaförs.	128126	Östra Torn	Del	1992-01-01	13	Ger delar till nybildade
128106	Vallkärra	128127	Torn	Hel	1992-01-01	11	Upphör; till nybildad
128107	Stångby	128127	Torn	Hel	1992-01-01	11	Upphör; till nybildad
128108	Västra Hoby	128127	Torn	Hel	1992-01-01	11	Upphör; till nybildad
128109	Håstad	128127	Torn	Hel	1992-01-01	11	Upphör; till nybildad
128110	Igelösa	128127	Torn	Hel	1992-01-01	11	Upphör; till nybildad
128111	Odarslöv	128127	Torn	Hel	1992-01-01	11	Upphör; till nybildad
128112	Hardeberga	128113	Södra Sandby	Hel	2006-01-01	10	Upphör; till befintlig
128113	Södra Sandby	128113	Södra Sandby	Hel	2006-01-01	15	Utvidgas
128114	Revinge	128113	Södra Sandby	Hel	2006-01-01	10	Upphör; till befintlig
128115	Hällestad	128116	Dalby	Hel	2002-01-01	10	Upphör; till befintlig
128116	Dalby	128116	Dalby	Hel	2002-01-01	15	Utvidgas
128117	Bonderup	128116	Dalby	Hel	2002-01-01	10	Upphör; till befintlig
128118	Gödelöv	128120	Genarp	Hel	1995-01-01	10	Upphör; till befintlig
128119	Lyngby	128120	Genarp	Hel	1995-01-01	10	Upphör; till befintlig
128120	Genarp	128120	Genarp	Hel	1995-01-01	15	Utvidgas
128121	Veberöd	128121	Veberöd	Hel	2002-01-01	15	Utvidgas
128122	Vomb	128121	Veberöd	Hel	2002-01-01	10	Upphör; till befintlig
128123	Silvåkra	128121	Veberöd	Hel	2002-01-01	10	Upphör; till befintlig
128125	S:t Hans	128125	Lunds östra stadsförs.	Hel	2012-01-01	16	Utvidgas och namnändras
128126	Östra Torn	128125	Lunds östra stadsförs.	Hel	2012-01-01	10	Upphör; till befintlig
128200	Landskrona	128201	Landskrona	Hel	1967-01-01	23	Kodändrad; annat än 20-22
128201	Landskrona	128201	Landskrona, del	Hel	2006-01-01	16	Utvidgas och namnändras
128202	S:t Ibb	128201	Landskrona, del	Hel	2006-01-01	10	Upphör; till befintlig
128203	Annelöv	128204	Saxtorp-Annelöv	Hel	2006-01-01	10	Upphör; till befintlig
128204	Saxtorp	128204	Saxtorp-Annelöv	Hel	2006-01-01	16	Utvidgas och namnändras
128204	Saxtorp-Annelöv	128204	Häljarp	Hel	2010-01-01	16	Utvidgas och namnändras
128205	Tofta	128206	Asmundtorp-Tofta	Hel	2005-01-01	10	Upphör; till befintlig
128206	Asmundtorp	128206	Asmundtorp-Tofta	Hel	2005-01-01	16	Utvidgas och namnändras
128206	Asmundtorp-Tofta	128204	Häljarp	Hel	2010-01-01	10	Upphör; till befintlig
128207	Glumslöv	128207	Kvistofta, del	Hel	2010-01-01	40	Namnändrad (ej kodändrad)
128208	Härslöv	128208	Härslöv	Hel	1995-01-01	15	Utvidgas
128208	Härslöv	128201	Landskrona, del	Hel	2006-01-01	10	Upphör; till befintlig
128209	Säby	128208	Härslöv	Hel	1995-01-01	10	Upphör; till befintlig
128210	Vadensjö	128208	Härslöv	Hel	1995-01-01	10	Upphör; till befintlig
128211	Örja	128208	Härslöv	Hel	1995-01-01	10	Upphör; till befintlig
128301	Hälsingborgs Maria	128301	Helsingborgs Maria	Hel	1971-01-01	40	Namnändrad (ej kodändrad)
128301	Helsingborgs Maria	128317	Filborna	Del	1977-01-01	12	Ger del till nybildad
128304	Välinge	128305	Välinge-Kattarp	Hel	2002-01-01	10	Upphör; till befintlig
128305	Kattarp	128305	Välinge-Kattarp	Hel	2002-01-01	16	Utvidgas och namnändras
128306	Allerum	128301	Helsingborgs Maria	Del	2014-01-01	14	Ger del/delar till befintlig
128308	Kropp	128309	Kropp	Hel	2010-01-01	10	Upphör; till befintlig
128309	Välluv	128309	Välluv-Frillestad	Hel	2002-01-01	16	Utvidgas och namnändras
128309	Välluv-Frillestad	128309	Kropp	Hel	2010-01-01	16	Utvidgas och namnändras
128310	Frillestad	128309	Välluv-Frillestad	Hel	2002-01-01	10	Upphör; till befintlig
128311	Hässlunda	128312	Mörarp-Hässlunda	Hel	2002-01-01	10	Upphör; till befintlig
